wgs_id,accession,names,date,continent,assembly_length,assembly_coverage,contigs,reference_coverage,reference_percentage_mapped,percent_missing
ERR3579023,ERR3579023,ERS3797628,2015,Europe,2124022.0,81.56793213767608,77.0,143.0,89.25426392396055,8.764910787289569
ERR3579095,ERR3579095,ERS3797801,2015,Europe,2178193.0,76.86340092003695,85.0,134.0,88.55978235882156,5.722158129949261
ERR3623126,ERR3623126,VNM11-1,2011,Asia,2308278.0,48.70118160044902,1188.0,83.0,87.10656123250597,5.425208050985092
ERR3623134,ERR3623134,VNM11-106,2011,Asia,2128230.0,62.17672646751572,91.0,107.0,85.3194062079211,8.756711954391191
ERR3623147,ERR3623147,VNM11-19,2011,Asia,2200369.0,61.19329737093097,78.0,96.0,87.66795767198087,5.780580414645893
ERR3623149,ERR3623149,VNM11-2,2011,Asia,2245024.0,43.42004192110236,722.0,68.0,85.82030210534555,6.125648234226768
ERR3623152,ERR3623152,VNM11-22,2011,Asia,2128628.0,50.13275686518074,86.0,78.0,89.34809825352804,8.337003393779192
ERR3623155,ERR3623155,VNM11-25,2011,Asia,2136706.0,45.14769076409204,87.0,64.0,83.46005981726262,8.47033523370034
ERR3623159,ERR3623159,VNM11-28,2011,Asia,2182218.0,49.02569567924379,79.0,77.0,89.82319078947368,5.827309281930086
ERR3623168,ERR3623168,VNM11-36,2011,Asia,2205462.0,47.30594880266899,83.0,72.0,85.98410100739679,5.391023846059071
ERR3623170,ERR3623170,VNM11-38,2011,Asia,2143326.0,39.10999938431343,72.0,57.0,86.77920969726522,8.186646654943381
ERR3623182,ERR3623182,VNM11-49,2011,Asia,2139072.0,43.668077433755386,80.0,65.0,89.01015802497476,7.562728912086558
ERR3623184,ERR3623184,VNM11-50,2011,Asia,2140505.0,42.21057348986431,88.0,62.0,86.40640557869676,7.840951602244599
ERR3623231,ERR3623231,VNM11-92,2011,Asia,2138670.0,51.82077795124164,89.0,89.0,89.14782257648709,7.894042405439008
ERR3623356,ERR3623356,VNM16-103,2016,Asia,2153928.0,64.00795579798813,84.0,89.0,84.73226306000639,8.323293869916332
ERR3623361,ERR3623361,VNM16-108,2016,Asia,2143782.0,59.81856177586807,76.0,79.0,83.41304527686776,8.162094958613816
ERR3623409,ERR3623409,VNM16-18,2016,Asia,2123783.0,59.69398817495102,74.0,102.0,92.23406929490132,8.606668832114336
ERR3623410,ERR3623410,VNM16-19,2016,Asia,2191447.0,96.7356071392938,74.0,160.0,89.25599056988065,5.464141306660992
ERR3623414,ERR3623414,VNM16-23,2016,Asia,2135077.0,74.04622244194283,87.0,125.0,88.18924337913862,7.811426843337328
ERR3623422,ERR3623422,VNM16-33,2016,Asia,2186584.0,59.56178511070511,75.0,98.0,89.7948821010367,5.110292223429397
ERR3623475,ERR3623475,VNM16-84,2016,Asia,2194083.0,56.64452181963126,95.0,106.0,91.37951981671809,6.231561026422195
ERR363577,ERR363577,"10625_6_2,ERS311583",1999,Asia,2106225.0,82.9125270084848,103.0,160.0,89.07047182566146,8.719750002800147
ERR363578,ERR363578,"10625_6_3,ERS311584",1999,Asia,2111328.0,89.58325727496202,105.0,186.0,97.58028083021009,6.341147612593945
ERR363587,ERR363587,"10625_6_12,ERS311593",2001,Asia,2099165.0,107.2532715544638,114.0,213.0,92.84719915531676,8.067293153078483
ERR363607,ERR363607,"10625_6_32,ERS311613",2007,Asia,2147592.0,95.02565980432594,102.0,185.0,90.7552481202226,6.556154164939909
ERR363609,ERR363609,"10625_6_34,ERS311615",2007,Asia,2118994.0,91.60082451892455,105.0,184.0,96.78651013455102,6.237161322117808
ERR363612,ERR363612,"10625_6_37,ERS311618",2008,Asia,2103009.0,88.38516590691343,110.0,176.0,93.37205323198432,8.185212979245303
ERR363614,ERR363614,"10625_6_39,ERS311620",2008,Asia,2102863.0,88.9344861147407,105.0,172.0,90.36807141835072,8.5178705435647
ERR363615,ERR363615,"10625_6_40,ERS311621",2008,Asia,2103890.0,98.11979030444178,93.0,192.0,91.75332846162802,8.360435030969635
ERR363619,ERR363619,"10625_6_44,ERS311625",2008,Asia,2150611.0,86.13369250914326,106.0,174.0,92.72259637648432,6.226229544919971
ERR363621,ERR363621,"10625_6_46,ERS311627",2008,Asia,2106835.0,89.52937664618067,101.0,176.0,91.65648520695632,9.104512718271526
ERR363623,ERR363623,"10625_6_48,ERS311629",2008,Asia,2108912.0,100.32757470769717,99.0,189.0,89.1625749072038,8.419126129859658
ERR363625,ERR363625,"10625_6_50,ERS311631",2008,Asia,2111804.0,101.47495662740064,115.0,198.0,90.65146184542216,7.970833660017249
ERR363627,ERR363627,"10625_6_52,ERS311633",2008,Asia,2258145.0,99.02327950858732,109.0,192.0,89.55130722331302,7.050458664217471
ERR363630,ERR363630,"10625_6_55,ERS311636",2008,Asia,2096157.0,103.12889510567148,110.0,198.0,90.25901804404997,9.117370997188653
ERR363639,ERR363639,"10625_6_64,ERS311645",2009,Asia,2115988.0,89.65016829512699,107.0,185.0,95.8519007893828,6.3723748613926805
ERR363640,ERR363640,"10625_6_65,ERS311646",2009,Asia,2160477.0,84.57725841358457,105.0,161.0,86.97336417847275,5.9719313179735884
ERR363641,ERR363641,"10625_6_66,ERS311647",2009,Asia,2111558.0,84.25316050020747,99.0,176.0,97.38536643507368,6.102171794670759
ERR363643,ERR363643,"10625_6_68,ERS311649",2009,Asia,2151206.0,75.30642426371529,91.0,152.0,92.82493399750528,6.256963967697494
ERR363648,ERR363648,"10625_6_73,ERS311654",2010,Asia,2053185.0,84.47084725028232,99.0,174.0,97.11400079223507,8.39650093524938
ERR363650,ERR363650,"10625_6_75,ERS311656",2010,Asia,2182845.0,79.69416838252327,97.0,151.0,87.45975960031474,6.440788073610286
ERR363652,ERR363652,"10625_6_77,ERS311658",2010,Asia,2115241.0,81.80976506677582,98.0,166.0,96.78974198957609,6.353199448930903
ERR363655,ERR363655,"10625_6_80,ERS311661",2010,Asia,2060841.0,79.03744797638149,98.0,162.0,96.61985793696456,9.290576942462565
ERR363659,ERR363659,"10625_6_84,ERS311665",2010,Asia,2122771.0,74.73158850197407,97.0,154.0,97.29348732716105,6.495715773792857
ERR363664,ERR363664,"10625_6_89,ERS311670",2010,Asia,2164017.0,81.36514276162569,98.0,159.0,91.287807107253,6.927296961279556
ERR363670,ERR363670,"10625_6_95,ERS311676",2011,Asia,2086256.0,80.77639406849971,100.0,160.0,93.26953194609408,9.174001187262688
ERR3851511,ERR3851511,NGPT03016,2003-10-24,Europe,2176212.0,26.564877356328797,79.0,52.0,88.21419592452436,7.48177103751078
ERR3851539,ERR3851539,NGPT04005,2004-06-25,Europe,2182304.0,25.70388841011884,100.0,51.0,85.6133177042057,7.07312866119331
ERR3851629,ERR3851629,NGPT10069,2010-12-17,Europe,2121072.0,50.74902429490557,86.0,107.0,95.84524806092438,9.091475229892138
ERR3851636,ERR3851636,NGPT03003,2003-02-07,Europe,2094371.0,21.449935506821863,92.0,47.0,90.44298461615512,9.055722942171348
ERR3851726,ERR3851726,NGPT09029,2009-04-28,Europe,2188875.0,37.73122020398973,83.0,65.0,82.69080984351565,7.707037331571106
ERR3851755,ERR3851755,NGPT07015,2007-03-26,Europe,2169921.0,36.28909647740402,117.0,58.0,81.05652558861662,7.459728273652849
ERR3851804,ERR3851804,NGPT06009,2006-05-02,Europe,2140972.0,33.74061875729716,93.0,62.0,89.2830913189163,6.711842385277943
ERR3851848,ERR3851848,NGPT11040,2011-04-14,Europe,2173777.0,125.50144194704522,74.0,215.0,80.10719677778629,5.637257647203772
ERR388291,ERR388291,"10868_8_12,ERS254045",2008,Europe,2111554.0,84.5007776121146,101.0,162.0,89.65551643817203,9.138876132659805
ERR388294,ERR388294,"10868_8_15,ERS254048",2008,Europe,2103177.0,224.84196680515143,118.0,449.0,92.30987549022475,8.639195349514454
ERR388316,ERR388316,"10868_8_37,ERS254070",2009,Europe,2158855.0,88.20011382899175,107.0,176.0,91.5061346671843,5.600743719268377
ERR388320,ERR388320,"10868_8_41,ERS254074",2009,Europe,2117844.0,77.9922756724093,104.0,161.0,96.89309060128925,6.743741669560152
ERR388324,ERR388324,"10868_8_45,ERS254078",2009,Europe,2151750.0,76.19175872789035,113.0,154.0,93.11399956631284,6.360233420324593
ERR388329,ERR388329,"10868_8_50,ERS254083",2009,Europe,2118915.0,83.03763575925083,99.0,172.0,96.98283712328931,6.961884387495659
ERR388340,ERR388340,"10868_8_61,ERS254094",2010,Europe,2157038.0,80.318900318267,109.0,158.0,91.51615492675094,6.730211355159553
ERR388359,ERR388359,"10868_8_80,ERS254113",2010,Europe,2101053.0,73.49694154102397,102.0,147.0,93.82916016558168,8.507745208947032
ERR388367,ERR388367,"10868_8_88,ERS254121",2010,Europe,2156289.0,72.0816665500431,107.0,143.0,92.33161268707543,5.988821809791557
ERR388419,ERR388419,"10900_8_45,ERS254173",1979,Asia,2162642.0,86.14617834513439,111.0,170.0,90.76073235081628,6.542937467098263
ERR388422,ERR388422,"10900_8_48,ERS254176",1996,Oceania,2061032.0,98.21438177347952,99.0,199.0,94.85248124566763,8.375399021068313
ERR388423,ERR388423,"10900_8_49,ERS254177",1997,Oceania,2089014.0,98.1790053212406,103.0,196.0,91.76695984621496,9.333632015770432
ERR388428,ERR388428,"10900_8_54,ERS254182",1998,Asia,2067670.0,90.8410317256888,101.0,189.0,97.84668745939044,7.781185246581019
ERR388429,ERR388429,"10900_8_55,ERS254183",1998,Asia,2150665.0,84.91341077844615,113.0,174.0,94.03849711436987,5.18408171951479
ERR388430,ERR388430,"10900_8_56,ERS254184",1998,Asia,2056827.0,97.88089037540009,94.0,202.0,96.75371713285854,7.923074338325063
ERR388431,ERR388431,"10900_8_57,ERS254185",1998,Asia,2114108.0,80.73076841931633,104.0,168.0,96.94635542731268,6.189133186232233
ERR388432,ERR388432,"10900_8_58,ERS254186",1998,Asia,2095261.0,73.51290954780094,107.0,148.0,92.3624343223392,9.117729416113171
ERR388433,ERR388433,"10900_8_59,ERS254187",1998,Asia,2106816.0,76.34023933852222,107.0,149.0,90.28737776461868,8.491885171537056
ERR388434,ERR388434,"10900_8_60,ERS254188",1998,Asia,2159539.0,76.542389094008,120.0,154.0,92.99942194800607,6.35261701817856
ERR388435,ERR388435,"10900_8_61,ERS254189",1998,Asia,2159783.0,77.73445885862655,126.0,154.0,92.00683336911425,6.471925717677893
ERR388438,ERR388438,"10900_8_64,ERS254192",1998,Asia,2112805.0,81.25189518526837,112.0,168.0,96.31534519174596,6.819950493386051
ERR388442,ERR388442,"10900_8_68,ERS254196",1998,Asia,2107969.0,84.07153993517738,110.0,166.0,91.45278054037166,8.657205900471544
ERR388445,ERR388445,"10900_8_71,ERS254199",1998,Asia,2102792.0,82.45972678480369,109.0,158.0,88.70066585756531,8.448337272207972
ERR388446,ERR388446,"10900_8_72,ERS254200",1998,Asia,2113421.0,86.37608722768485,114.0,177.0,95.84716817528128,6.860183017663332
ERR388447,ERR388447,"10900_8_73,ERS254201",1998,Asia,2133919.0,81.34042868965453,103.0,168.0,97.36995932863196,6.322554630884511
ERR388448,ERR388448,"10900_8_74,ERS254202",1998,Asia,2098456.0,80.69609977360268,119.0,162.0,92.26458463984125,8.5204242784019
ERR388449,ERR388449,"10900_8_75,ERS254203",1998,Asia,2156906.0,83.52962638826403,109.0,163.0,91.0904750572262,6.619728721676505
ERR388451,ERR388451,"10900_8_77,ERS254205",1998,Asia,2103808.0,79.55889389137644,101.0,160.0,93.0044029375396,8.195338313862973
ERR388452,ERR388452,"10900_8_78,ERS254206",1998,Asia,2161171.0,79.14692527505554,110.0,156.0,91.63136619942448,5.890301407914338
ERR388454,ERR388454,"10900_8_80,ERS254208",1998,Asia,2095668.0,76.07921495296151,108.0,153.0,93.52233026253435,9.234977206796518
ERR439284,ERR439284,,1940,Europe,2069318.0,97.33884504345689,95.0,199.0,97.56616881196678,8.699409728833682
ERR439285,ERR439285,,1940,Europe,2075607.0,114.92362495534468,93.0,225.0,92.62089035399826,10.552032347307938
ERR439287,ERR439287,,1940,Europe,2082234.0,103.96051381179107,112.0,212.0,97.45606948627768,8.129971662503781
ERR439288,ERR439288,,1940,Europe,2079504.0,100.47867540916252,106.0,202.0,96.31460513581152,8.646677344563793
ERR439292,ERR439292,,1941,Europe,2072353.0,77.3663891646553,102.0,159.0,97.04160989494692,8.530146391729483
ERR439293,ERR439293,,1941,Europe,2116274.0,77.872469432083,107.0,163.0,97.45832439725302,6.771339926748132
ERR439295,ERR439295,,1941,Europe,2072447.0,86.33666510832022,96.0,176.0,96.5830725038982,8.760878574388729
ERR439304,ERR439304,,1943,Europe,2114756.0,83.32715343473002,101.0,173.0,97.76923524811596,6.653375298215745
ERR439305,ERR439305,,1943,Europe,2113131.0,79.30657162241619,102.0,163.0,97.51842502511964,7.223306190566863
ERR439307,ERR439307,,1946,Europe,2086077.0,76.2709867378955,99.0,156.0,97.34068234361804,8.383911470525645
ERR439308,ERR439308,,1946,Europe,2079670.0,82.23240276113566,98.0,168.0,96.96240710691632,7.887859678991051
ERR439309,ERR439309,,1946,Europe,2110797.0,70.45182552908689,96.0,146.0,97.1568967490024,6.893112756353535
ERR439311,ERR439311,,1947,Europe,2012148.0,78.76433523575254,96.0,162.0,97.37374000953275,11.203951568642823
ERR439312,ERR439312,,1928,Europe,2015929.0,73.51578728173263,94.0,150.0,96.80236335447766,11.052026747012242
ERR439313,ERR439313,,1932,Europe,2078574.0,71.16295383122421,94.0,146.0,97.57104759852383,8.79636204791613
ERR439315,ERR439315,,1932,Europe,2083843.0,72.26354817586505,106.0,140.0,97.38609720550028,8.158645176465317
ERR439319,ERR439319,,1930,Europe,2084315.0,67.48527763045222,93.0,137.0,96.73957168732062,8.640584222846966
ERR439320,ERR439320,,1928,Europe,2084550.0,81.39179603662132,89.0,166.0,96.82049742689902,8.08252595737055
ERR439321,ERR439321,,1931,Europe,2026700.0,79.04152275468591,101.0,163.0,97.17805778441864,11.15847716759445
ERR439323,ERR439323,,1947,Europe,2017291.0,75.04178703156565,97.0,154.0,98.75823808822392,10.73401955623257
ERR439324,ERR439324,,1947,Europe,2083777.0,78.70808351647415,102.0,158.0,96.86991579587118,8.593317727175995
ERR439325,ERR439325,,1951,Europe,2115345.0,71.31562637459233,107.0,146.0,97.26857256212472,6.733840346770309
ERR439326,ERR439326,,1951,Europe,2108104.0,68.88519741047118,100.0,140.0,97.14894456428232,7.126936302236758
ERR439327,ERR439327,,1951,Europe,2101709.0,68.33592364500174,104.0,143.0,97.68719205025924,7.590551181102362
ERR439329,ERR439329,,1951,Europe,2113165.0,73.56986521230617,106.0,152.0,96.94096873313244,7.183969713600878
ERR439334,ERR439334,,1953,Europe,2103990.0,71.5694200847209,96.0,147.0,97.42706039640892,7.579081775517747
ERR439335,ERR439335,,1953,Europe,2141612.0,75.49731797858483,116.0,157.0,97.04600196809766,6.883256235929257
ERR439336,ERR439336,,1954,Europe,2106273.0,83.02959755448124,115.0,171.0,97.39591772442408,6.818740829515798
ERR439337,ERR439337,,1954,Europe,2144030.0,80.27133476626068,99.0,160.0,93.78567241261496,7.3289501685689
ERR439338,ERR439338,,1954,Europe,2137095.0,80.74118376689991,104.0,167.0,96.07855000074343,7.394316819928093
ERR439342,ERR439342,,1954,Europe,2019581.0,80.03713693542674,93.0,159.0,97.23758061954236,11.407219901210784
ERR439344,ERR439344,,1954,Europe,2068237.0,81.72152125297929,108.0,170.0,96.98766225447667,8.658639576169621
ERR439348,ERR439348,,1955,Europe,2105639.0,69.4012267764607,97.0,141.0,97.3158247108947,7.745388156494664
ERR439349,ERR439349,,1955,Europe,2105967.0,72.94681791682964,90.0,149.0,97.83349776541762,8.431625989852263
ERR439351,ERR439351,,1955,Europe,2096747.0,80.43934925079658,101.0,167.0,96.45684163622616,7.756051119499109
ERR439356,ERR439356,,1969,Europe,2107875.0,92.56148246486435,105.0,191.0,97.22436536547686,6.768069354061894
ERR439359,ERR439359,,1956,Europe,2116196.0,71.78597044004665,89.0,142.0,92.81834931023153,8.338661081305093
ERR439362,ERR439362,,1956,Europe,2113425.0,73.1299038755669,99.0,148.0,95.76937135023957,7.538132413391427
ERR439364,ERR439364,,1956,Europe,2144680.0,76.92572703384468,99.0,155.0,92.5462500157411,8.80146951759053
ERR439367,ERR439367,,1958,Europe,2116686.0,75.28081237025471,103.0,155.0,96.7915123275362,6.850326497239053
ERR439371,ERR439371,,1961,Europe,2112061.0,81.95884158927414,99.0,170.0,97.0217314474596,7.356010797370101
ERR439373,ERR439373,,1961,Europe,2122457.0,72.75895748188445,110.0,150.0,97.29566022945912,6.643160358866948
ERR449458,ERR449458,"11792_4_3,ERS354370",2011,Asia,2118179.0,85.7080674344071,91.0,178.0,97.41081162154686,6.108757742408799
ERR449460,ERR449460,"11792_4_5,ERS354372",2011,Asia,2166360.0,88.99566072010523,111.0,178.0,94.24321188457608,6.476943582621162
ERR449480,ERR449480,"11792_4_26,ERS354392",1989,Africa,2156753.0,84.41815830880772,98.0,170.0,93.323172508855,6.761976232345068
ERR449482,ERR449482,"11792_4_28,ERS354394",1991,Africa,2143152.0,75.02622117988176,101.0,154.0,93.78797903369052,7.356234809197925
ERR449483,ERR449483,"11792_4_29,ERS354395",1991,Africa,2099138.0,84.96549339773188,99.0,170.0,93.55974419270066,8.92561687257087
ERR449484,ERR449484,"11792_4_30,ERS354396",1992,Africa,2143348.0,83.15565382632266,117.0,171.0,96.33096922720335,6.854179500677636
ERR449486,ERR449486,"11792_4_33,ERS354398",1998,Africa,2160889.0,70.67242445400575,110.0,141.0,92.72826260527052,6.29302987197724
ERR449491,ERR449491,"11792_4_38,ERS354403",1998,Africa,2122266.0,84.06286769793049,121.0,175.0,97.4415881504822,6.050156248249908
ERR449492,ERR449492,"11792_4_39,ERS354404",1998,Africa,2153157.0,82.08450103890792,105.0,167.0,93.96928217384932,6.245897783402963
ERR449493,ERR449493,"11792_4_40,ERS354405",1999,Africa,2156439.0,77.56900330992435,111.0,154.0,92.87491078048328,6.636664015860037
ERR449496,ERR449496,"11792_4_44,ERS354408",1999,Africa,2106595.0,71.95288029164647,107.0,144.0,92.42032259826908,8.185616200535389
ERR449497,ERR449497,"11792_4_45,ERS354409",1999,Africa,2148390.0,74.34431138821029,96.0,149.0,93.27201267888864,6.544863968817554
ERR449500,ERR449500,"11792_4_48,ERS354412",2007,Africa,2112049.0,81.34028786228542,102.0,161.0,92.479294240611,9.160112453937568
ERR449505,ERR449505,"11792_4_53,ERS354417",2007,Africa,2163674.0,72.44554552064865,102.0,144.0,92.21929003390936,6.701448236466885
ERR449514,ERR449514,"11792_4_62,ERS354426",2007,Africa,2170083.0,90.55841355653676,95.0,180.0,91.64583534457438,6.574702344283779
ERR449524,ERR449524,"11792_4_72,ERS354436",2007,Africa,2114004.0,88.07957415240983,111.0,183.0,96.6457686596578,6.072512628666794
ERR449553,ERR449553,,1964,Europe,2078773.0,80.81590817522061,93.0,163.0,96.18056514962406,8.395649690303648
ERR449554,ERR449554,,1964,Europe,2037647.0,91.91184857414112,104.0,184.0,96.39180283529498,9.025974171436252
ERR449555,ERR449555,,1964,Europe,2054056.0,88.46448002387567,105.0,184.0,98.37732551036407,8.761505807506637
ERR449556,ERR449556,,1964,Europe,2074649.0,94.00267922149244,93.0,196.0,97.5240106367755,8.507924418409292
ERR449559,ERR449559,,1936,Europe,2020426.0,105.64584902738136,88.0,212.0,96.92708170024704,10.890559021516337
ERR449562,ERR449562,,1945,Europe,2081810.0,95.02193501379614,101.0,193.0,97.45832659222108,8.139200949810151
ERR449565,ERR449565,,1940,Europe,2149879.0,94.78955395638076,98.0,187.0,92.06587798212864,7.171111434683751
ERR449566,ERR449566,,1965,Europe,2082907.0,95.19761325772788,98.0,195.0,97.11818816203994,8.158152350444103
ERR449569,ERR449569,,1940,Europe,2111207.0,95.60626017269648,109.0,196.0,96.96336310014873,6.810049170596208
ERR449571,ERR449571,,1941,Europe,2075436.0,93.224239665544,102.0,194.0,97.83987059389456,8.354521118715068
ERR449572,ERR449572,,1941,Europe,2074231.0,100.53443250463232,96.0,208.0,97.65036354543275,8.542243030432006
ERR449574,ERR449574,,1967,Europe,2111388.0,98.26394675886242,92.0,206.0,97.25917392709792,6.843650944769884
ERR449578,ERR449578,,1968,Europe,2116740.0,84.75547809070173,101.0,175.0,96.74220436927828,7.172589912747393
ERR449582,ERR449582,,1979,Europe,2152275.0,87.10067690997478,110.0,176.0,92.58635248364229,6.135997580672259
ERR449585,ERR449585,,1979,Europe,2118840.0,91.98548120872458,100.0,184.0,95.41345552822054,6.954357590080757
ERR4776618,ERR4776618,"SAMEA7492320,ERS5248970,160909045201",2016,Europe,2112233.0,116.17606710200538,83.0,189.0,83.39744230641435,8.331447900449144
ERR4776759,ERR4776759,"SAMEA7492461,ERS5249111,190222010101",2019,Europe,2172062.0,142.51940773920035,83.0,239.0,87.06436298967894,5.964718137117639
ERR4776783,ERR4776783,"SAMEA7492485,ERS5249135,190416003902",2019,Europe,2175331.0,143.6225978667095,81.0,247.0,86.89618406482757,5.729953741557554
ERR485166,ERR485166,"12045_8_76,ERS354451",1998,Asia,2114487.0,85.9063264370436,106.0,177.0,96.87167283281394,6.226722370941186
ERR502176,ERR502176,,1997,Europe,2148957.0,84.13753522840008,110.0,171.0,93.4416438689282,6.396433731701034
ERR502180,ERR502180,,2000,Europe,2099109.0,82.87401510257064,101.0,166.0,93.33667181657997,8.831755916712403
ERR502182,ERR502182,,2002,Europe,2115838.0,95.19824195855918,109.0,200.0,98.2493795766666,4.167471242481604
ERR502185,ERR502185,,2004,Europe,2112752.0,85.05580512907616,112.0,176.0,97.24170211647908,5.997558271076713
ERR502198,ERR502198,,2013,Europe,2101594.0,92.17660173787748,109.0,179.0,91.15717394139116,8.797437304689687
ERR502211,ERR502211,,2013,Europe,2107556.0,76.22822304872989,105.0,151.0,91.79899126557088,8.30143031552066
ERR502212,ERR502212,,2013,Europe,2105853.0,87.39706026647592,116.0,184.0,97.87988067402436,6.160370067539566
ERR502213,ERR502213,,1980,Europe,2111482.0,86.56377451525944,98.0,178.0,97.18568893548748,7.014258352841029
ERR502215,ERR502215,,1981,Europe,2116879.0,86.97762895387224,99.0,179.0,97.46628930363318,6.946651583203593
ERR502217,ERR502217,,1982,Europe,2119098.0,82.00854304632958,97.0,171.0,98.00080582111023,5.98738813409348
ERR502221,ERR502221,,1984,Europe,2114014.0,91.50696679615932,107.0,187.0,96.72469603341388,7.2564151387193245
ERR502223,ERR502223,,1985,Europe,2172169.0,87.2537362626149,131.0,181.0,96.3878191380672,6.467624690583664
ERR502227,ERR502227,,1987,Europe,2055577.0,85.81548081530245,106.0,178.0,97.77259414985934,8.016711282355708
ERR502228,ERR502228,,1990,Europe,2174940.0,80.8888665010087,110.0,165.0,92.84355061285214,6.946785990300287
ERR502233,ERR502233,,1995,Europe,2183065.0,82.13881675830764,101.0,165.0,92.36426730987108,7.088809489141027
ERR502235,ERR502235,,1995,Europe,2120456.0,81.29509582343849,100.0,168.0,98.04127646285464,5.692319754483037
ERR775141,ERR775141,,1951,Europe,2175137.0,98.8693581242547,117.0,189.0,92.8690228731164,6.832495155744223
ERR775147,ERR775147,,1942,Europe,2214274.0,79.71345674181288,123.0,145.0,92.62030357135102,8.378266372464466
ERR779758,ERR779758,,1946,Europe,2130576.0,97.6752618422037,155.0,184.0,92.96040277163463,7.7631298932583634
ERR779772,ERR779772,,1959,Europe,2112511.0,102.07523361932884,99.0,212.0,95.5667529043303,6.484291170573806
ERR779774,ERR779774,,1958,Europe,2097618.0,97.55462196885888,98.0,204.0,96.16924378094276,7.134552704382792
ERR779802,ERR779802,,1943,Europe,2113863.0,122.91037601561872,127.0,216.0,88.18287152673078,6.939169588154255
ERR779820,ERR779820,,1940,Europe,2092555.0,94.52026157872312,113.0,166.0,84.35690600789778,8.801693529418353
ERR779821,ERR779821,,1940,Europe,2181434.0,103.50791320970976,122.0,174.0,86.43392304687715,8.144218814753419
ERR779836,ERR779836,,1943,Europe,2146802.0,76.65161067925085,131.0,145.0,92.78495703134304,6.875102205396446
ERR779837,ERR779837,,1943,Europe,2145765.0,67.03892246284468,127.0,124.0,88.88110314848852,7.101533360961458
ERR7975736,ERR7975736,16_137,2016,Europe,2196445.0,57.45827798538135,97.0,107.0,86.42864478547959,6.360188617959029
ERR7975916,ERR7975916,16_169,2016,Europe,2149117.0,41.98450723771578,87.0,64.0,86.30005659146255,8.179702288280822
ERR7975942,ERR7975942,16_191,2016,Europe,2135922.0,49.788763051724246,81.0,85.0,84.6778533388609,8.489913867452202
ERR7975949,ERR7975949,16_197,2016,Europe,2188614.0,49.30013726968575,79.0,95.0,84.22223581222775,5.94160011648615
ERR7976024,ERR7976024,16_260,2016,Europe,2173501.0,63.78294049749643,79.0,121.0,93.61335714977884,6.24312003673794
ERR7976087,ERR7976087,16_284,2016,Europe,2187731.0,109.27595455205696,80.0,207.0,86.77367008205722,5.731073800696676
ERR7976204,ERR7976204,16_286,2016,Europe,2132311.0,54.00911040651528,84.0,109.0,88.76819954229957,8.001926501719291
ERR7976264,ERR7976264,16_301,2016,Europe,2141792.0,62.851570533957535,87.0,109.0,82.86590493923262,8.182076813655762
ERR7977494,ERR7977494,16_305,2016,Europe,2130121.0,70.25321388911806,65.0,127.0,86.85358421943485,8.265274806509785
ERR7977637,ERR7977637,16_35,2016,Europe,2194904.0,99.17934825349128,71.0,191.0,87.67301814551047,5.668484896002509
ERR7977641,ERR7977641,16_352,2016,Europe,2139585.0,59.59988313552957,67.0,85.0,84.39124961912516,8.28050761080185
ERR7977644,ERR7977644,16_356,2016,Europe,2169671.0,55.33518074923342,65.0,81.0,86.05082912761355,6.757316786326319
ERR7985858,ERR7985858,16_444,2016,Europe,2166110.0,52.01505696162197,99.0,80.0,88.33323923275522,6.659692431760397
ERR7985863,ERR7985863,16_45,2016,Europe,2201881.0,68.6347471088869,79.0,112.0,86.14976811073731,6.209025436543049
ERR7985866,ERR7985866,16_452,2016,Europe,2141967.0,58.7653064130325,70.0,83.0,84.14632630278197,8.341125211411162
ERR7986114,ERR7986114,16_62,2016,Europe,2136542.0,59.12124522100623,78.0,95.0,84.73283881198044,8.224504653845722
ERR7986118,ERR7986118,16_67,2016,Europe,2139863.0,114.73137902476095,75.0,215.0,88.2452843883467,7.168916118771071
ERR7986122,ERR7986122,16_71,2016,Europe,2179980.0,95.48916439680274,79.0,185.0,90.83999126849814,5.062264087543823
ERR7986133,ERR7986133,16_84,2016,Europe,2186074.0,69.10108652667473,70.0,132.0,89.62855355308747,5.927532173698771
ERR7986565,ERR7986565,16AM104014,2016,Europe,2106222.0,109.6077104434148,110.0,176.0,81.60173165535657,8.584805277718663
ERR7986758,ERR7986758,16AM107420,2016,Europe,2109443.0,168.44643195617564,85.0,297.0,83.12394972540936,7.776032974541056
ERR7986854,ERR7986854,16AM109214,2016,Europe,2177812.0,108.2641846150861,77.0,201.0,92.67184968216378,6.256784758235234
ERR7987167,ERR7987167,500025,2016,Europe,2136221.0,52.69699998085498,79.0,85.0,93.61375113297942,7.272140769032605
ERR7987170,ERR7987170,500042,2016,Europe,2209421.0,50.9302841670795,71.0,74.0,84.609981485692,5.636854425913689
ERR7987388,ERR7987388,500456,2016,Europe,2128249.0,158.6128786355653,100.0,308.0,89.16484551013207,5.562034475420302
ERR7993907,ERR7993907,500834,2016,Europe,2192276.0,110.73509456513142,81.0,189.0,92.25892440830592,5.470906463861292
ERR9668845,ERR9668845,TH100,2018,Asia,2201583.0,42.80178778623428,91.0,66.0,84.69770765527763,6.821921797470906
ERR9668912,ERR9668912,TH24,2018,Asia,2146636.0,99.37325568088772,68.0,179.0,90.0239166586424,5.614946069152451
